"Trial","Slider","Variable"
210,"LLR",0.799766944348812
211,"LLR",1.18251531682909
212,"LLR",0.716001984104514
213,"LLR",1.09927961826324
214,"LLR",-1.25690366886556
215,"LLR",-1.86572879850864
216,"LLR",-0.422684832289815
217,"LLR",0.523968030512333
218,"LLR",0.812771190330386
219,"LLR",1.93652554266155
220,"LLR",0.702319685742259
221,"LLR",1.52637925408781
222,"LLR",0.840709835290909
223,"LLR",-0.448498033732176
224,"LLR",-1.16845291666687
225,"LLR",-0.967225078493357
226,"LLR",-1.41443643979728
227,"LLR",-1.63652139306068
228,"LLR",1.47805887423456
229,"LLR",0.99031139947474
230,"LLR",1.80135675631464
231,"LLR",1.10646777898073
232,"LLR",0.580791234225035
233,"LLR",1.95413232930005
234,"LLR",1.08727063983679
235,"LLR",0.994928371533752
236,"LLR",1.82137718014419
237,"LLR",-1.04759843498468
238,"LLR",-1.97431609593332
239,"LLR",-1.76629822291434
240,"LLR",1.41613443978131
241,"LLR",-1.89736350625753
242,"LLR",-1.25728491358459
243,"LLR",-0.66466696485877
244,"LLR",-0.847758409753442
245,"LLR",-1.2096605502069
246,"LLR",-1.95368347838521
247,"LLR",-1.30944165475666
248,"LLR",0.419370288401842
249,"LLR",1.06237272284925
250,"LLR",1.06075761727989
251,"LLR",1.05075791962445
252,"LLR",0.713551900535822
253,"LLR",0.993343208357692
254,"LLR",1.09793885909021
255,"LLR",1.15422450825572
256,"LLR",1.0261058691889
257,"LLR",1.88788667470217
258,"LLR",0.753004011511803
259,"LLR",1.35954613760114
260,"LLR",1.63686599954963
261,"LLR",1.42489716410637
262,"LLR",1.89262202009559
263,"LLR",-0.423174835368991
264,"LLR",-0.408591271191835
265,"LLR",0.844974207878113
266,"LLR",1.12291320338845
267,"LLR",-0.637075990438461
268,"LLR",1.35854893811047
269,"LLR",1.78899666815996
270,"LLR",-1.34051951169968
271,"LLR",0.68868382498622
272,"LLR",1.34722144715488
273,"LLR",0.969106876850128
274,"LLR",0.839863376691938
275,"LLR",-0.788943234086037
276,"LLR",-1.31429366953671
277,"LLR",-1.97250332757831
278,"LLR",-1.93811545409262
279,"LLR",-1.06956909075379
280,"LLR",-1.76900402978063
281,"LLR",1.86172890663147
282,"LLR",-1.38159053139389
283,"LLR",-1.73446237780154
284,"LLR",-0.898402314633131
285,"LLR",-0.890571555495262
286,"LLR",-1.57027278766036
287,"LLR",-0.726061087474227
288,"LLR",1.8090104855597
289,"LLR",-1.11634164564312
290,"LLR",0.882726516202092
291,"LLR",0.597182821109891
292,"LLR",1.16294793598354
293,"LLR",1.95330703593791
294,"LLR",1.42113058380783
295,"LLR",1.1413323007524
296,"LLR",0.553193090856075
297,"LLR",1.2013172250241
298,"LLR",0.558352539688349
299,"LLR",1.95022750683129
300,"LLR",1.14923234172165
1,"Prior",0
2,"Prior",-0.634685093152095
3,"Prior",-1.43047596531934
4,"Prior",-1.82349351214038
5,"Prior",-2.36010185551364
6,"Prior",-2.6964557293999
7,"Prior",-2.95333691400979
8,"Prior",-2.1223894847169
9,"Prior",-1.79394104516749
10,"Prior",-1.12709856073311
11,"Prior",-0.660776493628257
12,"Prior",0.633902754064814
13,"Prior",-1.33739883309516
14,"Prior",-3.31107556020955
15,"Prior",-4.20391537017186
16,"Prior",-4.33530941777433
17,"Prior",-3.74536486408033
18,"Prior",-3.67567000969728
19,"Prior",-3.76585295132194
20,"Prior",-3.52717149182862
21,"Prior",-2.70476188319349
22,"Prior",-3.23481461430278
23,"Prior",-2.48917900896979
24,"Prior",-2.60515486414163
25,"Prior",-0.393952022023042
26,"Prior",1.87424099459404
27,"Prior",3.21883457062428
28,"Prior",3.42389674139246
29,"Prior",3.23110811666375
30,"Prior",3.03231616673319
31,"Prior",2.81279222166304
32,"Prior",2.58093451063425
33,"Prior",2.30915949584332
34,"Prior",2.02083117310172
35,"Prior",1.50772919012037
36,"Prior",1.54872003651389
37,"Prior",0.125570699295772
38,"Prior",-0.604731182947642
39,"Prior",-0.670529029654066
40,"Prior",0.255829092147332
41,"Prior",0.350066003536834
42,"Prior",0.147508133672291
43,"Prior",-0.00175616266401236
44,"Prior",-0.149461557163717
45,"Prior",-0.245681059564399
46,"Prior",-0.0808976564491984
47,"Prior",-0.321473641559066
48,"Prior",-0.477994210215458
49,"Prior",-0.16180060611981
50,"Prior",0.686263507248708
51,"Prior",0.33009016077594
52,"Prior",0.469234799607637
53,"Prior",0.473006610730104
54,"Prior",0.219376642662364
55,"Prior",0.246034283804809
56,"Prior",0.102428061179992
57,"Prior",0.393303941309142
58,"Prior",0.0339267212223911
59,"Prior",0.353169619805465
60,"Prior",-0.00707766341587474
61,"Prior",0.0658444218659092
62,"Prior",-0.0288825677660583
63,"Prior",0.0195204366091432
64,"Prior",0.058238141379415
65,"Prior",0.182529134227326
66,"Prior",0.38280226105526
67,"Prior",0.49837466360771
68,"Prior",0.427193712204933
69,"Prior",0.728091549813991
70,"Prior",-0.0795061851960265
71,"Prior",-0.69590157992617
72,"Prior",-1.4540173511566
73,"Prior",-1.98005773214299
74,"Prior",-2.22462277921532
75,"Prior",-2.59871384691099
76,"Prior",-2.72266835932526
77,"Prior",-3.02063143828538
78,"Prior",-3.37068927573259
79,"Prior",-3.50696795954506
80,"Prior",-3.74965231570118
81,"Prior",-3.90952944281224
82,"Prior",-4.07127131767141
83,"Prior",-3.75319076176892
84,"Prior",-3.6206388793057
85,"Prior",-3.41904853257331
86,"Prior",-2.87016789565228
87,"Prior",-2.75161228128478
88,"Prior",-4.25994685717128
89,"Prior",-4.44597889680782
90,"Prior",-4.39315090345147
91,"Prior",-4.27342119851617
92,"Prior",-4.22231163046326
93,"Prior",-4.04831124010549
94,"Prior",-3.90387022843445
95,"Prior",-3.1998538706478
96,"Prior",-2.75797290187486
97,"Prior",-3.3241345488443
98,"Prior",-1.56166532513063
99,"Prior",1.05695308923425
100,"Prior",1.79783250420425
101,"Prior",0.714932990454878
102,"Prior",-0.932609321133751
103,"Prior",-1.4321778981826
104,"Prior",0.815667298146838
105,"Prior",1.377249280565
106,"Prior",1.10192874774829
107,"Prior",0.995354687300962
108,"Prior",0.830776440148687
109,"Prior",0.45715058763114
110,"Prior",0.39068790624449
111,"Prior",0.180800668330136
112,"Prior",0.0154869245109404
113,"Prior",0.122825594165658
114,"Prior",0.0871300900744777
115,"Prior",0.347147275192475
116,"Prior",0.247318111859558
117,"Prior",0.133277908628954
118,"Prior",0.175540363656009
119,"Prior",0.12601477092211
120,"Prior",0.18330825708762
121,"Prior",0.458330729526328
122,"Prior",-0.479660282997313
123,"Prior",0.521636586721789
124,"Prior",-0.0218751277138671
125,"Prior",0.471400120751115
126,"Prior",0.0336682365406694
127,"Prior",0.159274939424061
128,"Prior",0.268235193051876
129,"Prior",0.155339912845385
130,"Prior",0.145322130666062
131,"Prior",0.0198336817181822
132,"Prior",-0.00723973852579182
133,"Prior",-0.0944470553464257
134,"Prior",-0.0877734843168275
135,"Prior",-0.314602588930754
136,"Prior",-0.309461728729
137,"Prior",-0.582369284332363
138,"Prior",-0.541924323296468
139,"Prior",-0.705124951081067
140,"Prior",-0.762953969616947
141,"Prior",-1.14511787244516
142,"Prior",-1.76845941020536
143,"Prior",-1.87495744888609
144,"Prior",-2.20044272466668
145,"Prior",-2.7335834745894
146,"Prior",-3.03866103326001
147,"Prior",-3.39867140036935
148,"Prior",-3.59592765169531
149,"Prior",-3.65659603406398
150,"Prior",-3.82106309589778
151,"Prior",-4.06535605901469
152,"Prior",-4.22730078540649
153,"Prior",-4.29853344909247
154,"Prior",-4.33930427386103
155,"Prior",-4.39755871825158
156,"Prior",-3.80727526154043
157,"Prior",-4.44577489209028
158,"Prior",-4.43510158215865
159,"Prior",-4.3833818033481
160,"Prior",-4.31856771838006
161,"Prior",-4.24797516273283
162,"Prior",-4.14737615537127
163,"Prior",-3.99165783394936
164,"Prior",-3.76328601868569
165,"Prior",-3.67928639414856
166,"Prior",-3.50365285925641
167,"Prior",-3.26120554656311
168,"Prior",-2.96779364013548
169,"Prior",-2.86059963264902
170,"Prior",-2.60537564857957
171,"Prior",-2.38725134432142
172,"Prior",-2.01331054673157
173,"Prior",-1.81487878920473
174,"Prior",-1.55688910087184
175,"Prior",-1.35498485727685
176,"Prior",0.172423141995502
177,"Prior",0.68750329637768
178,"Prior",0.00536308012741092
179,"Prior",-0.132083074679581
180,"Prior",-0.0773430785947991
181,"Prior",-0.0311638484120757
182,"Prior",0.0363119486655223
183,"Prior",-0.240045678615611
184,"Prior",-0.318230382587814
185,"Prior",-0.341447698166778
186,"Prior",0.517658104532778
187,"Prior",0.0149278205327356
188,"Prior",0.572797121754877
189,"Prior",0.553471663485686
190,"Prior",0.0290847443450876
191,"Prior",-0.349106308273859
192,"Prior",-0.548144052327498
193,"Prior",-0.350990920497123
194,"Prior",-0.194012248562879
195,"Prior",-0.244750431710828
196,"Prior",-0.24452475386853
197,"Prior",-0.123603848227925
198,"Prior",-0.212481982184656
199,"Prior",-0.0220692494467289
200,"Prior",-0.0893063980251747
201,"Prior",0.00299467408840356
202,"Prior",0.109289231111899
203,"Prior",0.182604567976202
204,"Prior",0.131963616627635
205,"Prior",-0.265313629902575
206,"Prior",0.407933409922806
207,"Prior",0.536406041340932
208,"Prior",0.948207509922993
209,"Prior",1.10513820321888
210,"Prior",1.3673826098867
211,"Prior",1.55556152250202
212,"Prior",1.97067635579076
213,"Prior",2.22179783258115
214,"Prior",2.63982896469077
215,"Prior",2.12344923714954
216,"Prior",1.19678847697251
217,"Prior",1.30371995820638
218,"Prior",2.33345882238922
219,"Prior",3.43501926740233
220,"Prior",4.06224084393943
221,"Prior",4.13983134056365
222,"Prior",4.30020884367027
223,"Prior",4.34156492577006
224,"Prior",4.21749638607646
225,"Prior",3.94449222886827
226,"Prior",3.88471535185465
227,"Prior",3.49804961547154
228,"Prior",2.80154659183831
229,"Prior",4.21689027862648
230,"Prior",4.22810943786967
231,"Prior",4.16105166509801
232,"Prior",4.00348719341555
233,"Prior",3.80061426664366
234,"Prior",3.72051692449448
235,"Prior",3.49432979950825
236,"Prior",3.277586473545
237,"Prior",3.11997510837788
238,"Prior",1.79374996026497
239,"Prior",-0.940440242676876
240,"Prior",-2.21455116373197
241,"Prior",-0.223988124039461
242,"Prior",-1.65792568532845
243,"Prior",-1.54753249922708
244,"Prior",-1.14355333768125
245,"Prior",-0.914218741393069
246,"Prior",-0.775373666657612
247,"Prior",-0.659591669955422
248,"Prior",-0.38557594428219
249,"Prior",0.0202835609622817
250,"Prior",0.0350257295755493
251,"Prior",-0.0684443871885087
252,"Prior",-0.149832061201147
253,"Prior",-0.140135967959598
254,"Prior",-0.257843497862516
255,"Prior",-0.304915759609632
256,"Prior",-0.343427274595879
257,"Prior",-0.302781363430071
258,"Prior",-0.626978427962431
259,"Prior",-0.0765455528727616
260,"Prior",-0.522232167574571
261,"Prior",-0.444814271031984
262,"Prior",-0.365673215363228
263,"Prior",-0.495227998611232
264,"Prior",0.299354458370532
265,"Prior",0.0168520489644793
266,"Prior",-0.187629292900779
267,"Prior",-0.146805072299317
268,"Prior",0.0930014040970867
269,"Prior",-0.0823269164113013
270,"Prior",-0.00300554787200355
271,"Prior",-0.0709086102763626
272,"Prior",0.0643065693559687
273,"Prior",0.233292669871548
274,"Prior",0.290180459686861
275,"Prior",0.356014569935066
276,"Prior",-0.0690411805279435
277,"Prior",-0.545747465983867
278,"Prior",-1.15390878059869
279,"Prior",-1.6004087383727
280,"Prior",-1.7533742333187
281,"Prior",-2.19480284462935
282,"Prior",-1.14142040317967
283,"Prior",-2.11921412249276
284,"Prior",-2.92413751179553
285,"Prior",-3.19116512191003
286,"Prior",-3.43580959959054
287,"Prior",-3.72695964056333
288,"Prior",-3.83406779133052
289,"Prior",-3.21984416968616
290,"Prior",-4.04604317176133
291,"Prior",-3.89582839547482
292,"Prior",-3.98899174934845
293,"Prior",-3.82363684272537
294,"Prior",-3.0799226739846
295,"Prior",-2.74064085972562
296,"Prior",-2.59242543919177
297,"Prior",-3.06590682220033
298,"Prior",-2.75032610106258
299,"Prior",-3.0751103208679
300,"Prior",-1.36619005834275
1,"Posterior",-0.81422571413219
2,"Posterior",-1.81569469816008
3,"Posterior",-2.2209132418779
4,"Posterior",-3.04478378117286
5,"Posterior",-3.51340847959404
6,"Posterior",-3.75112355003242
7,"Posterior",-1.76853685129243
8,"Posterior",-1.33870231391355
9,"Posterior",-0.761188247808259
10,"Posterior",-0.420400129246367
11,"Posterior",0.388430823241102
12,"Posterior",-0.812082867867851
13,"Posterior",-2.39744565090763
14,"Posterior",-4.28663722593709
15,"Posterior",-4.78129872518733
16,"Posterior",-2.78924521626383
17,"Posterior",-2.6637141048469
18,"Posterior",-2.80463657116856
19,"Posterior",-2.49952182216928
20,"Posterior",-1.70928131194244
21,"Posterior",-2.26237108375033
22,"Posterior",-1.61421509857326
23,"Posterior",-1.77461795448471
24,"Posterior",-0.244196659612912
25,"Posterior",1.29267641895027
26,"Posterior",3.10547522975654
27,"Posterior",5.02978175181291
28,"Posterior",5.11168013556836
29,"Posterior",5.35097275080015
30,"Posterior",5.42964461529983
31,"Posterior",5.43452441705083
32,"Posterior",4.72602191672127
33,"Posterior",4.11006544919066
34,"Posterior",2.59413049370976
35,"Posterior",4.19388482208959
36,"Posterior",0.227344964560193
37,"Posterior",-1.45777022170914
38,"Posterior",-2.35672728257642
39,"Posterior",1.02947281435987
40,"Posterior",2.83201295661165
41,"Posterior",2.22646624730774
42,"Posterior",1.51787475592404
43,"Posterior",2.43610717780276
44,"Posterior",1.94253277099983
45,"Posterior",0.386612383759926
46,"Posterior",1.29682506788616
47,"Posterior",1.7244681803333
48,"Posterior",0.463107307349167
49,"Posterior",-2.16667552783885
50,"Posterior",-0.840978444543781
51,"Posterior",-1.19568502658308
52,"Posterior",-1.19645722377313
53,"Posterior",-0.536752020135522
54,"Posterior",-0.627965049884131
55,"Posterior",-0.274755084985932
56,"Posterior",-1.23014712054088
57,"Posterior",-0.113588088601909
58,"Posterior",-1.5741963551438
59,"Posterior",0.0371031285623485
60,"Posterior",-0.531169065786666
61,"Posterior",0.548607136972188
62,"Posterior",0.801425184176318
63,"Posterior",0.541199269550373
64,"Posterior",0.959578672252927
65,"Posterior",1.43515852901841
66,"Posterior",1.39723958961139
67,"Posterior",0.910389755763568
68,"Posterior",1.33776666427382
69,"Posterior",-0.115578687828439
70,"Posterior",-0.912432597274459
71,"Posterior",-1.88976096983257
72,"Posterior",-2.61116882374502
73,"Posterior",-2.73211328281338
74,"Posterior",-3.23428356146531
75,"Posterior",-3.02220283310127
76,"Posterior",-3.34830618163357
77,"Posterior",-4.04741175628602
78,"Posterior",-3.86795120538408
79,"Posterior",-4.33151361753276
80,"Posterior",-4.45222605770117
81,"Posterior",-4.75062773680088
82,"Posterior",-3.10956169559871
83,"Posterior",-2.74042637874372
84,"Posterior",-2.39599976897852
85,"Posterior",-1.81545865435683
86,"Posterior",-1.7062858911811
87,"Posterior",-4.00988530661156
88,"Posterior",-6.01306899850452
89,"Posterior",-5.87001584360021
90,"Posterior",-5.02847112626976
91,"Posterior",-5.63296827317751
92,"Posterior",-4.76969710501054
93,"Posterior",-4.63326318246133
94,"Posterior",-2.73685247682411
95,"Posterior",-2.27032933505092
96,"Posterior",-4.00318623736593
97,"Posterior",-1.24529975294059
98,"Posterior",0.871560949845151
99,"Posterior",1.75881165739836
100,"Posterior",0.683420222476032
101,"Posterior",-1.0038068107701
102,"Posterior",-1.91393487163704
103,"Posterior",1.11895966824842
104,"Posterior",2.7875558173044
105,"Posterior",2.49271055980864
106,"Posterior",3.02020811239059
107,"Posterior",3.53932648377579
108,"Posterior",1.98379482915589
109,"Posterior",3.18852954864815
110,"Posterior",2.5967788393236
111,"Posterior",2.51892834702264
112,"Posterior",-2.13581897555235
113,"Posterior",-0.633413698180865
114,"Posterior",-2.00954154659621
115,"Posterior",-0.991372972102648
116,"Posterior",-0.435594696625366
117,"Posterior",-0.50925419728852
118,"Posterior",-0.333247798496496
119,"Posterior",-0.459613300431737
120,"Posterior",-1.16731342844204
121,"Posterior",1.21524376737653
122,"Posterior",-1.35825166714261
123,"Posterior",0.0546085399376111
124,"Posterior",-1.3484926324006
125,"Posterior",-0.0976315906944725
126,"Posterior",-0.530057720509224
127,"Posterior",-1.10822027784121
128,"Posterior",-0.807223472004643
129,"Posterior",-1.152691940819
130,"Posterior",-0.321566133595803
131,"Posterior",-0.464829269857073
132,"Posterior",-0.994290070278638
133,"Posterior",-0.473043672359454
134,"Posterior",-1.19367480538996
135,"Posterior",-0.848910846896084
136,"Posterior",-1.3204815383772
137,"Posterior",-0.981588614279531
138,"Posterior",-1.09635686395915
139,"Posterior",-1.0246565192741
140,"Posterior",-1.41604214207001
141,"Posterior",-2.19378243734067
142,"Posterior",-2.07547540416655
143,"Posterior",-2.33989580583535
144,"Posterior",-3.11232843621862
145,"Posterior",-3.483219932593
146,"Posterior",-4.36448030875244
147,"Posterior",-4.51997795515576
148,"Posterior",-3.91783007709754
149,"Posterior",-4.02545938711297
150,"Posterior",-4.82224914339413
151,"Posterior",-5.53676417142187
152,"Posterior",-5.25092903695533
153,"Posterior",-4.93658171971677
154,"Posterior",-5.08434834470461
155,"Posterior",-2.86724064422757
156,"Posterior",-5.43524330447016
157,"Posterior",-5.65044288049842
158,"Posterior",-5.51857194675442
159,"Posterior",-5.55762412111025
160,"Posterior",-5.98482148598049
161,"Posterior",-6.3089073510818
162,"Posterior",-5.55451739320876
163,"Posterior",-4.53930836698588
164,"Posterior",-5.57816486115043
165,"Posterior",-5.73850714515674
166,"Posterior",-4.87059788686949
167,"Posterior",-4.07366814001345
168,"Posterior",-5.32436228154583
169,"Posterior",-4.82867932233662
170,"Posterior",-5.16636476791316
171,"Posterior",-3.63012421858119
172,"Posterior",-3.88900787819395
173,"Posterior",-3.68892728002969
174,"Posterior",-4.06002335573706
175,"Posterior",0.364085197933165
176,"Posterior",2.22195064461774
177,"Posterior",0.0190516201173162
178,"Posterior",-0.714425869435569
179,"Posterior",-0.789721581323565
180,"Posterior",-2.21578439722551
181,"Posterior",-0.608384936998479
182,"Posterior",2.21399201779221
183,"Posterior",1.8667087924453
184,"Posterior",1.47182329892099
185,"Posterior",-2.01413842955843
186,"Posterior",-0.0433553475125549
187,"Posterior",-1.71783258737375
188,"Posterior",-1.52306115008505
189,"Posterior",-0.0701420772361914
190,"Posterior",0.857509631326825
191,"Posterior",1.43648346636888
192,"Posterior",0.902007807928943
193,"Posterior",0.515806091945924
194,"Posterior",0.716406438859709
195,"Posterior",0.81321631444329
196,"Posterior",0.478260008827913
197,"Posterior",1.09104578013347
198,"Posterior",0.156565237070817
199,"Posterior",1.37059764666412
200,"Posterior",0.466174620365879
201,"Posterior",1.31800859819079
202,"Posterior",1.08450047802053
203,"Posterior",0.495706579374186
204,"Posterior",-0.744925870579596
205,"Posterior",0.912578271328448
206,"Posterior",0.992554830871278
207,"Posterior",1.58286376340838
208,"Posterior",1.60436198669618
209,"Posterior",1.80116613871316
210,"Posterior",1.85085624569522
211,"Posterior",2.27878059001904
212,"Posterior",2.41594170677637
213,"Posterior",2.92015205828534
214,"Posterior",1.82070246492191
215,"Posterior",0.871551221606066
216,"Posterior",0.903864156072382
217,"Posterior",1.67969649315574
218,"Posterior",2.93851520704464
219,"Posterior",4.93278042738557
220,"Posterior",4.62710878965212
221,"Posterior",5.41705539740452
222,"Posterior",5.03212538468648
223,"Posterior",3.93545506097067
224,"Posterior",3.11779026505347
225,"Posterior",2.9991981988025
226,"Posterior",2.45093703483542
227,"Posterior",1.77984863340352
228,"Posterior",4.40632561464697
229,"Posterior",5.32688059812387
230,"Posterior",6.30861764331861
231,"Posterior",5.47531966648373
232,"Posterior",4.71152496886732
233,"Posterior",6.24048320235795
234,"Posterior",5.10786698311771
235,"Posterior",4.78886921378523
236,"Posterior",5.68871879006824
237,"Posterior",1.712233204837
238,"Posterior",-0.893145538833113
239,"Posterior",-3.36925659562734
240,"Posterior",-0.251569999538371
241,"Posterior",-2.86897243455874
242,"Posterior",-3.41643233853676
243,"Posterior",-2.4780558350688
244,"Posterior",-2.32872910476283
245,"Posterior",-2.59897470838381
246,"Posterior",-3.47975451916512
247,"Posterior",-2.45689191753432
248,"Posterior",0.18385162456326
249,"Posterior",1.44397602472191
250,"Posterior",1.43478894487412
251,"Posterior",1.29379030898037
252,"Posterior",0.756967404322084
253,"Posterior",1.09457213946874
254,"Posterior",1.07410259259987
255,"Posterior",1.05882798521981
256,"Posterior",0.834968362689978
257,"Posterior",1.80047726240245
258,"Posterior",0.185365703925097
259,"Posterior",1.34129416935058
260,"Posterior",1.12543034417003
261,"Posterior",0.937706415432046
262,"Posterior",1.40235697092446
263,"Posterior",-0.875502700676705
264,"Posterior",-0.0536331872806734
265,"Posterior",0.718458128553351
266,"Posterior",0.708617428078053
267,"Posterior",-0.635841925647668
268,"Posterior",1.09700879786571
269,"Posterior",1.19248812469298
270,"Posterior",-0.925976858515792
271,"Posterior",0.388458045387023
272,"Posterior",0.937676027546906
273,"Posterior",0.846187762586504
274,"Posterior",0.810582387276588
275,"Posterior",-0.125211030855285
276,"Posterior",-0.862242217720993
277,"Posterior",-1.72993970952861
278,"Posterior",-2.31771147424132
279,"Posterior",-2.24633522690189
280,"Posterior",-2.833555029248
281,"Posterior",-1.03953774546747
282,"Posterior",-2.01677632709182
283,"Posterior",-3.2460317962853
284,"Posterior",-3.52484127992835
285,"Posterior",-3.80596577242293
286,"Posterior",-4.55794161418721
287,"Posterior",-4.26513954936635
288,"Posterior",-2.44114411319521
289,"Posterior",-4.11364466751899
290,"Posterior",-3.31076982971054
291,"Posterior",-3.37828442750501
292,"Posterior",-2.94067664637781
293,"Posterior",-1.99332987139078
294,"Posterior",-1.69694854365205
295,"Posterior",-1.588473689082
296,"Posterior",-2.01391971648705
297,"Posterior",-1.76650978434568
298,"Posterior",-2.126726983055
299,"Posterior",-0.830198746388898
300,"Posterior",-0.00538247128483116
1,"y_prob",0.306990753380954
2,"y_prob",0.139951277424479
3,"y_prob",0.097888129900089
4,"y_prob",0.0454432075195742
5,"y_prob",0.0289331173048117
6,"y_prob",0.0229521603881799
7,"y_prob",0.145724380141938
8,"y_prob",0.207723543562239
9,"y_prob",0.318388340362717
10,"y_prob",0.396421006686649
11,"y_prob",0.595904894934784
12,"y_prob",0.307446826870647
13,"y_prob",0.0833676858850999
14,"y_prob",0.0135645619365611
15,"y_prob",0.00831537666868894
16,"y_prob",0.0579081185907898
17,"y_prob",0.0651487624234198
18,"y_prob",0.0570741379842349
19,"y_prob",0.0758917088638671
20,"y_prob",0.153256956144068
21,"y_prob",0.0942876893974497
22,"y_prob",0.166004224721103
23,"y_prob",0.144968980743234
24,"y_prob",0.43925241056298
25,"y_prob",0.784599856330162
26,"y_prob",0.957118028787037
27,"y_prob",0.993502258961774
28,"y_prob",0.994010144568629
29,"y_prob",0.995278860410959
30,"y_prob",0.995634487496157
31,"y_prob",0.995655646117735
32,"y_prob",0.991216185708483
33,"y_prob",0.983858134076842
34,"y_prob",0.930482871570226
35,"y_prob",0.985136692622205
36,"y_prob",0.556592697935274
37,"y_prob",0.188808600914705
38,"y_prob",0.0865325355103487
39,"y_prob",0.736813677136274
40,"y_prob",0.9443814275403
41,"y_prob",0.902601140278292
42,"y_prob",0.820225314383023
43,"y_prob",0.91953954123435
44,"y_prob",0.874630131181702
45,"y_prob",0.595466934355742
46,"y_prob",0.785300162262684
47,"y_prob",0.848703471377043
48,"y_prob",0.613751056450246
49,"y_prob",0.102783207747533
50,"y_prob",0.301328752292801
51,"y_prob",0.232243715533388
52,"y_prob",0.232106056168802
53,"y_prob",0.368943468108535
54,"y_prob",0.347972099635015
55,"y_prob",0.43174010311012
56,"y_prob",0.226155677232287
57,"y_prob",0.471633470639971
58,"y_prob",0.171618990730711
59,"y_prob",0.509274718167669
60,"y_prob",0.370244263297709
61,"y_prob",0.633812375807533
62,"y_prob",0.690279259272403
63,"y_prob",0.632091354271405
64,"y_prob",0.723037440360408
65,"y_prob",0.807703802092633
66,"y_prob",0.80174548770465
67,"y_prob",0.71307991221526
68,"y_prob",0.792122430281335
69,"y_prob",0.47113745076113
70,"y_prob",0.286502310639086
71,"y_prob",0.131271725907275
72,"y_prob",0.0684230637308778
73,"y_prob",0.0611048091359019
74,"y_prob",0.0378957603076951
75,"y_prob",0.0464328425320803
76,"y_prob",0.0339506742248267
77,"y_prob",0.0171676500179316
78,"y_prob",0.0204732336655178
79,"y_prob",0.0129770149196206
80,"y_prob",0.0115183796644459
81,"y_prob",0.00857214884152147
82,"y_prob",0.0427145629062698
83,"y_prob",0.0606296149338623
84,"y_prob",0.0834782431694406
85,"y_prob",0.139979691232034
86,"y_prob",0.153646073546724
87,"y_prob",0.0178124381081843
88,"y_prob",0.00244059704591037
89,"y_prob",0.00281488267853463
90,"y_prob",0.00650620728288254
91,"y_prob",0.00356518323960353
92,"y_prob",0.00841159408821325
93,"y_prob",0.00962935341802966
94,"y_prob",0.0608334816536769
95,"y_prob",0.0936102652802429
96,"y_prob",0.017930018734179
97,"y_prob",0.223514834447698
98,"y_prob",0.705070395353307
99,"y_prob",0.85306076620392
100,"y_prob",0.664501627621963
101,"y_prob",0.268193615615254
102,"y_prob",0.128539434811247
103,"y_prob",0.753795694606003
104,"y_prob",0.9419996477757
105,"y_prob",0.923629220567067
106,"y_prob",0.953478757601235
107,"y_prob",0.971786251608592
108,"y_prob",0.879085112114491
109,"y_prob",0.960400334776253
110,"y_prob",0.930653983295978
111,"y_prob",0.925458160172888
112,"y_prob",0.105663841207557
113,"y_prob",0.346736895582078
114,"y_prob",0.118204755140153
115,"y_prob",0.270640975265899
116,"y_prob",0.392791164017504
117,"y_prob",0.375368375364202
118,"y_prob",0.417450594231043
119,"y_prob",0.387077563755077
120,"y_prob",0.23734093796753
121,"y_prob",0.771225457923315
122,"y_prob",0.204524599115456
123,"y_prob",0.513648743334889
124,"y_prob",0.206116917218063
125,"y_prob",0.47561147172308
126,"y_prob",0.370503425740835
127,"y_prob",0.248202832646368
128,"y_prob",0.308482472362223
129,"y_prob",0.239997732614704
130,"y_prob",0.420294116581603
131,"y_prob",0.385840813960405
132,"y_prob",0.270065541720748
133,"y_prob",0.383896100643959
134,"y_prob",0.232602344094377
135,"y_prob",0.299661382143758
136,"y_prob",0.210738189196612
137,"y_prob",0.272576681612871
138,"y_prob",0.250423130538327
139,"y_prob",0.264121360012951
140,"y_prob",0.195282800771764
141,"y_prob",0.100310219420771
142,"y_prob",0.111503432994195
143,"y_prob",0.0878722657091199
144,"y_prob",0.0426015738267768
145,"y_prob",0.0297934639813421
146,"y_prob",0.0125614668442055
147,"y_prob",0.0107719649509191
148,"y_prob",0.0194965224781948
149,"y_prob",0.0175420034829778
150,"y_prob",0.00798440040885568
151,"y_prob",0.00392379615904069
152,"y_prob",0.00521530353680909
153,"y_prob",0.00712792458255184
154,"y_prob",0.00615480520070764
155,"y_prob",0.0537969382044584
156,"y_prob",0.00434124545650165
157,"y_prob",0.00350364062248585
158,"y_prob",0.00399554417731044
159,"y_prob",0.00384310505955031
160,"y_prob",0.00251034524515823
161,"y_prob",0.00181671433903689
162,"y_prob",0.00385501700837302
163,"y_prob",0.0105679174675469
164,"y_prob",0.00376526425907125
165,"y_prob",0.00320923866983385
166,"y_prob",0.00761041625550956
167,"y_prob",0.016730198994814
168,"y_prob",0.00484784059639458
169,"y_prob",0.00793363001325428
170,"y_prob",0.00567290568711913
171,"y_prob",0.0258281128741772
172,"y_prob",0.0200551979090391
173,"y_prob",0.0243891058934469
174,"y_prob",0.0169561461975454
175,"y_prob",0.590028984322413
176,"y_prob",0.902203440824704
177,"y_prob",0.504762760970878
